TrackID,Title,Artist,Album,Genre,Length
000625,Climbing To The Top,Ed Askew,Rainy Day Song, 'genre_title': 'Folk',00:30
000666,Heat,Explode Into Colors,summer 2008 demos, 'genre_title': 'Reggae - Dub',00:30
000667,Sharpen The Knife,Explode Into Colors,summer 2008 demos, 'genre_title': 'Reggae - Dub',00:30
000676,The Tension,Fanatic,Change Thoughts (radio edit), 'genre_title': 'Hip-Hop',00:30
000690,Cataclysm,Flying Luttenbachers,Cataclysm, 'genre_title': 'Rock',00:30
000694,,Food For Animals,mp3 single with Faust, 'genre_title': 'Hip-Hop',00:30
000695,Elephants,Food For Animals,Cock Rock Disco 2006 Free Compilation, 'genre_title': 'Hip-Hop',00:30
000704,Mano De Dios,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000705,Tio Cocodrilo,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000706,Esto Es Califas,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000707,Cochabamba,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000708,Desconocido,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000709,Cumbia De Obama,Fósforo,Macondo, 'genre_title': 'Latin America',00:30
000714,Circle Moon,Fursaxa,The Cult From Moon Mountain, 'genre_title': 'Folk',00:30
000715,Kokopelli,Fursaxa,Kobold Moon, 'genre_title': 'Folk',00:30
000716,Saxalainen,Fursaxa,Kobold Moon, 'genre_title': 'Folk',00:30
000718,Song Of The Spindle Berry,Fursaxa,Kobold Moon, 'genre_title': 'Folk',00:30
000777,Relaxing,Glove Compartment,Quickies, 'genre_title': 'Rock',00:30
000814,Motion Passings,Hall Of Fame,Hall of Fame (2000), 'genre_title': 'Folk',00:30
000821,Sir,Hecuba,"Sir 12"" EP", 'genre_title': 'Pop',00:30
000822,Tom & Jerry,Hecuba,"Sir 12"" EP", 'genre_title': 'Pop',00:30
000825,https://freemusicarchive.org/file/images/albums/Here_Comes_A_Big_Black_Cloud_-_Pompeii_-_2009113012647602.jpg,Here Comes A Big Black Cloud!!,Pompeii, 'genre_title': 'Rock',00:30
000853,en,Hutzl Ukranian Ensemble,Black Mirror: Reflections In Global Musics (1915-1955), 'genre_title': 'International',00:30
000890, Nemo over at Time-lag HQ knows a good thing when he hears it: ""Century of Moonlight"" is a six-song masterpiece.<br /> <br /> Tracks such as ""Softly,Ilyas Ahmed,Century of Moonlight, 'genre_title': 'Free-Folk',00:30
000892,Phantom Sky,Ilyas Ahmed,The Vertigo of Dawn, 'genre_title': 'Free-Folk',00:30
000897,02,Infinite Body,White Hymn, 'genre_title': 'Noise',00:30
000993,Or So I've Been Told,Jad Fair and Jason Willett,The Sounds of Megaphone Unlimited, 'genre_title': 'Rock',00:30
000995,No Good Deed Goes Unpunished,Kevin Shields,The Death of Patience, 'genre_title': 'Noise',00:30
000997,Nothing's Ever Ending,Kevin Shields,The Death of Patience, 'genre_title': 'Noise',00:30
000998,Apparently,Kevin Shields,The Death of Patience, 'genre_title': 'Noise',00:30
001039,13 Monsters,Lightning Bolt,Ride the Skies, 'genre_title': 'Noise-Rock',00:30
001040,Dracula Mountain,Lightning Bolt,Wonderful Rainbow, 'genre_title': 'Noise-Rock',00:30
001066,Helicopter de Cristal,Lucky Dragons,Norteñas, 'genre_title': 'Audio Collage',00:30
001069,Un Lagrima en la Discoteca,Lucky Dragons,Norteñas, 'genre_title': 'Audio Collage',00:30
001073,Onda Tocadisco,Lucky Dragons,Norteñas, 'genre_title': 'Audio Collage',00:30
001075,Painful Corazon,Lucky Dragons,Norteñas, 'genre_title': 'Audio Collage',00:30
001082,Nam Nhi-tu,M. Nguyen Van Minh-Con,Black Mirror: Reflections In Global Musics (1915-1955), 'genre_title': 'International',00:30
001083,Feasting on Energy,Magic Lantern,High Beams, 'genre_title': 'Avant-Garde',00:30
001087,Tell The Police The Truth,Mahjongg,Kontpab, 'genre_title': 'Rock',00:30
001102,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,Opulence, 'genre_title': 'Rock',00:30
001193,Wooly Mammoth's Absence,Mount Eerie,Seven New Songs, 'genre_title': 'Folk',00:30
001195,With My Hands Out,Mount Eerie,Seven New Songs, 'genre_title': 'Folk',00:30
001196,2 Blonde Braids,Mount Eerie,Seven New Songs, 'genre_title': 'Folk',00:30
001197,My Burning,Mount Eerie,Seven New Songs, 'genre_title': 'Folk',00:30
001249,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac,Handcut Record Transfers, 'genre_title': 'Noise',00:30
001259,Rolling In The Green,Nautical Almanac,Cover The Earth, 'genre_title': 'Noise',00:30
001270,Cocksuckerbastardmotherfucker,Necropolis,"Workingman / Cocksuckerbastardmotherfucker 7""", 'genre_title': 'Punk',00:30
001276,Richard Nixon Died Today,Negativland,Thigmotactic, 'genre_title': 'Audio Collage',00:30
001277,No Business,Negativland,No Business, 'genre_title': 'Audio Collage',00:30
001278,Downloading,Negativland,No Business, 'genre_title': 'Audio Collage',00:30
001417,Guns of Thunder,Pierced Arrows,Straight To the Heart, 'genre_title': 'Rock',00:30
001427,I Feel Evils,Plastic Crimewave Sound,Painted Shadows, 'genre_title': 'Rock',00:30
001443,Time Fist,Pocahaunted,Bored Fortress Single Series Split w. Charalambides, 'genre_title': 'Drone',00:30
001482,Reindeer Dance,Rainbro,Vectors, 'genre_title': 'Electronic',00:30
001510,Zombie,Ric Royer &amp; G. Lucas Crane,They Lured Us Into the Basement, 'genre_title': 'Noise',00:30
001544,Song of The Stations,Samara Lubelski,In The Valley, 'genre_title': 'Psych-Folk',00:30
001642,Hrz,So Cow,Wackity Schmackity Doo, 'genre_title': 'Pop',00:30
001644,Outskirts,So Cow,Wackity Schmackity Doo, 'genre_title': 'Pop',00:30
001649,Inis Meain,So Cow,Wackity Schmackity Doo, 'genre_title': 'Pop',00:30
001661,Only Fools and Horses Theme,So Cow,Wackity Schmackity Doo, 'genre_title': 'Pop',00:30
001663,So High,Softboiled Eggies,Egg Soldiers, 'genre_title': 'Pop',00:30
001666,She Fell Through the Trees,Softboiled Eggies,Egg Soldiers, 'genre_title': 'Pop',00:30
001673,Track 07,Solemn Man,Thee Haunted Cobblestone Sunset Concert Series #10, 'genre_title': 'Field Recordings',00:30
001680,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001681,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001682,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001683,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001684,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001685,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001686,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001687,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001688,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001689,,1259,"Zanzibar,"[{'genre_id': '2',00:30
001701,Clouds,Spires That in the Sunset Rise,This is Fire, 'genre_title': 'Folk',00:30
001702,Java Pop,Spires That in the Sunset Rise,Curse the Traced Bird, 'genre_title': 'Folk',00:30
001703,Equus Haar,Spires That in the Sunset Rise,Curse the Traced Bird, 'genre_title': 'Folk',00:30
001704,Morning Song,Spires That in the Sunset Rise,This is Fire, 'genre_title': 'Folk',00:30
001706,In the Pineys,Strapping Fieldhands,In the Pineys, 'genre_title': 'Rock',00:30
001720,Harken Sunshine,Sun Araw,The Phynx, 'genre_title': 'Psych-Rock',00:30
001732,Black Jerusalem,Teeth Mountain,Teeth Mtn CD-R, 'genre_title': 'Experimental',00:30
001733,Keinsein,Teeth Mountain,Teeth Mtn CD-R, 'genre_title': 'Experimental',00:30
001735,Ghost Science,Teeth Mountain,Teeth Mtn CD-R, 'genre_title': 'Experimental',00:30
001736,Soft Beast,Teeth Mountain,Teeth Mtn CD-R, 'genre_title': 'Experimental',00:30
001883,I Do What I Do,The Yolks,Introducing The Yolks, 'genre_title': 'Rock',00:30
001891,Kids In Cars,Thee Oh Sees,Peanut Butter Oven EP, 'genre_title': 'Rock',00:30
001893,Memories,Tommy Jay,Tommy Jay's Tall Tales Of Trauma, 'genre_title': 'Folk',00:30
001924,Calling For You,The Twin Atlas,Inside the Skate Scandal, 'genre_title': 'Folk',00:30
001925,Happy At The Wheel,The Twin Atlas,Magic Car Wash, 'genre_title': 'Folk',00:30
001929,0,U.S. Girls,Spleencoffin presents: Ladyz in Noyz,1,00:30
001930,So Thereby...and furthermore...thus henceforth...Mono,Upsilon Acrux,Galapagos Momentum, 'genre_title': 'Progressive',00:30
002012,The White Mice,White Mice,Assphixxxeateshun, 'genre_title': 'Noise',00:30
002096,title unknown,Grouper,1st CD-R, 'genre_title': 'Experimental',00:30
002097,My Sweet Miasma,Hall Of Fame,Paradise Now, 'genre_title': 'Folk',00:30
002099,....like bacon sundays,luc,peaofthesea, 'genre_title': 'Experimental Pop',00:30
003263,A Date,Ai Aso,Live at WFMU on Michael Goodstein's Show on 9/27/2008, 'genre_title': 'Folk',00:30
003264,Tee Te Te,Ai Aso,Live at WFMU on Michael Goodstein's Show on 9/27/2008, 'genre_title': 'Folk',00:30
003265,Lavender,Ai Aso,Live at WFMU on Michael Goodstein's Show on 9/27/2008, 'genre_title': 'Folk',00:30
003266,Land,Ai Aso,Live at WFMU on Michael Goodstein's Show on 9/27/2008, 'genre_title': 'Folk',00:30
003270,Song for Obol,Arborea,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008, 'genre_title': 'Folk',00:30
003271,Beirut,Arborea,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008, 'genre_title': 'Folk',00:30
003272,Seadrift,Arborea,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008, 'genre_title': 'Folk',00:30
003273,Redbird,Arborea,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008, 'genre_title': 'Folk',00:30
003274,Forewarned,Arborea,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008, 'genre_title': 'Folk',00:30
003492,,Citay,Live at WFMU on Liz Berg's Show on 3/24/2008, 'genre_title': 'Rock',00:30
003532,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003533,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003534,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003535,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003537,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003538,,Cryptacize,Live at WFMU on Liz Berg's Show on 6/13/2008, 'genre_title': 'Experimental Pop',00:30
003573,,Dan Deacon,Live at WFMU on OCDJ's Show on 7/23/2003, 'genre_title': 'Electronic',00:30
003598,Little Eyes,Ed Askew,Live at WFMU 10/30/07 on Hatch's Show, 'genre_title': 'Folk',00:30
003624, among other luminaries,Fallen Leaves,Live at WFMU on Evan Davies's Show on 9/16/2008, 'genre_title': 'Rock',00:30
003707, just interview) and of course Gary on Vocal/Guitar. Songs: Stable of Spuds,Gary Higgins,Live at WFMU on Brian Turner's Show on 7/26/2005, 'genre_title': 'Folk',00:30
003708, just interview) and of course Gary on Vocal/Guitar. Songs: Stable of Spuds,Gary Higgins,Live at WFMU on Brian Turner's Show on 7/26/2005, 'genre_title': 'Folk',00:30
003720,,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008, 'genre_title': 'Noise-Rock',00:30
003721,,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008, 'genre_title': 'Noise-Rock',00:30
003722,,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008, 'genre_title': 'Noise-Rock',00:30
003724,,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008, 'genre_title': 'Noise-Rock',00:30
003725,,Indian Jewelry,Live at WFMU on Liz B's Show on 7/7/2008, 'genre_title': 'Noise-Rock',00:30
003761,,Kinski,Live at WFMU on Brian Turner's Show on 4/22/2003, 'genre_title': 'Rock',00:30
003762,,Kinski,Live at WFMU on Brian Turner's Show on 4/22/2003, 'genre_title': 'Rock',00:30
003763,,Kinski,Live at WFMU on Brian Turner's Show on 4/22/2003, 'genre_title': 'Rock',00:30
003765,,Kinski,Live at WFMU on Brian Turner's Show on 4/22/2003, 'genre_title': 'Rock',00:30
003766,,Kinski,Live at WFMU on Brian Turner's Show on 4/22/2003, 'genre_title': 'Rock',00:30
003775,,La Troba Kung-Fu,Live at WFMU on Rob Weisberg's Show on 10/18/2008, 'genre_title': 'Latin America',00:30
003776,,La Troba Kung-Fu,Live at WFMU on Rob Weisberg's Show on 10/18/2008, 'genre_title': 'Latin America',00:30
003777,,La Troba Kung-Fu,Live at WFMU on Rob Weisberg's Show on 10/18/2008, 'genre_title': 'Latin America',00:30
003778,,La Troba Kung-Fu,Live at WFMU on Rob Weisberg's Show on 10/18/2008, 'genre_title': 'Latin America',00:30
003779,,La Troba Kung-Fu,Live at WFMU on Rob Weisberg's Show on 10/18/2008, 'genre_title': 'Latin America',00:30
003832,Bedoin Song,Lior,Live at WFMU on Irene Trudel's show 10/27/2008, 'genre_title': 'Folk',00:30
003833,Track 01,Lightning Bolt,Live at WFMU on Brian Turner's Show on 2/27/2001, 'genre_title': 'Rock',00:30
003840,Track 08,Lightning Bolt,Live at WFMU on Brian Turner's Show on 2/27/2001, 'genre_title': 'Rock',00:30
003880,Crawling,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006, 'genre_title': 'Folk',00:30
003895,,MetroFolk,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Balkan',00:30
003896,,MetroFolk,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Balkan',00:30
003904, legendary Memphis producer Don Nix,Michael Chapman,Live at WFMU on Hatch's Show on 12/12/2005, 'genre_title': 'Folk',00:30
003905,3207,Michael Chapman,Live at WFMU on Irene Trudel's Show on 10/13/2008, 'genre_title': 'Folk',00:30
003906,2472,Michael Chapman,Live at WFMU on Irene Trudel's Show on 10/13/2008, 'genre_title': 'Folk',00:30
003908,2368,Michael Chapman,Live at WFMU on Irene Trudel's Show on 10/13/2008, 'genre_title': 'Folk',00:30
003909,2789,Michael Chapman,Live at WFMU on Irene Trudel's Show on 10/13/2008, 'genre_title': 'Folk',00:30
003910, legendary Memphis producer Don Nix,Michael Chapman,Live at WFMU on Hatch's Show on 12/12/2005, 'genre_title': 'Folk',00:30
003911,2320,Michael Chapman,Live at WFMU on Irene Trudel's Show on 10/13/2008, 'genre_title': 'Folk',00:30
003912, legendary Memphis producer Don Nix,Michael Chapman,Live at WFMU on Hatch's Show on 12/12/2005, 'genre_title': 'Folk',00:30
003913, legendary Memphis producer Don Nix,Michael Chapman,Live at WFMU on Hatch's Show on 12/12/2005, 'genre_title': 'Folk',00:30
003920,Fragrant Rota,Michael Holt,Live at WFMU on Irene Trudel's Show on 9/10/2007, 'genre_title': 'Folk',00:30
003921,Hiawatha's Lullaby,Michael Holt,Live at WFMU on Irene Trudel's Show on 9/10/2007, 'genre_title': 'Folk',00:30
003950,,Miss Derringer,Live at WFMU of Joe Belock's Show 6/19/2008, 'genre_title': 'Rock',00:30
004013,,Nalle,Live at WFMU on Irene Trudel's Show on 3/31/2008, 'genre_title': 'Folk',00:30
004017,,Nalle,Live at WFMU on Irene Trudel's Show on 3/31/2008, 'genre_title': 'Folk',00:30
004022,,Negative Approach,Live at WFMU on Brian Turner's Show on 5/27/2008, 'genre_title': 'Hardcore',00:30
004037,Oh! Mighty Engine,Neil Halstead,Live at WFMU on Irene Trudel's Show 11/10/08, 'genre_title': 'Singer-Songwriter',00:30
004066,Soleade,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008, 'genre_title': 'Psych-Folk',00:30
004067,Por Rosa,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008, 'genre_title': 'Psych-Folk',00:30
004068,Alegrias Variation,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008, 'genre_title': 'Psych-Folk',00:30
004069,Tune on Karen Dalton's Guitar,Peter Walker,Live at WFMU on Irene Trudel's Show on 6/9/2008, 'genre_title': 'Psych-Folk',00:30
004070,Nuevos Ojos,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004071,Mentirosas,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004072,Tatuaje,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004073,Policia,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004074,Vieja,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004075,Un Momento,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004076,No te Olvidare,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004077,Algo Pa que te Olvides,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004078,No Suspires,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004079,Extranjero,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004080,Cazador,Pistolera,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'Latin America',00:30
004091,5424,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004092,4429,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004093,5438,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004094,3625,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004095,4146,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004096,4206,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004097,3438,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004098,5155,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004099,3679,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004100,7912,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004101,5923,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004102,5558,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004103,7268,Polka Madre,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008, 'genre_title': 'Polka',00:30
004108,New Wave Hippies,Psychedelic Horseshit,Live at WFMU on Brian Turner's Show on 12/18/2007, 'genre_title': 'Rock',00:30
004232, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004233, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004234, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004235, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004236, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004239, since this region has been a hub of business,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007, 'genre_title': 'African',00:30
004450,Adventures of Castle One,Twi the Humble Feather,Live at WFMU on Bethany Ryker's Show on 10/5/2008, 'genre_title': 'Folk',00:30
004507,Mon Amant de St. Jean,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'French',00:30
004508,Five Foot Two,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'French',00:30
004509,Haricots,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'French',00:30
004510,no title,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'French',00:30
004511,Petit 'n Mwen,Yan Yalego,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008, 'genre_title': 'French',00:30
004519,,High Places,Live at WFMU on Marty McSorely's Show on 10/28/2008, 'genre_title': 'Electronic',00:30
004520,,High Places,Live at WFMU on Marty McSorely's Show on 10/28/2008, 'genre_title': 'Electronic',00:30
004521,,High Places,Live at WFMU on Marty McSorely's Show on 10/28/2008, 'genre_title': 'Electronic',00:30
004522,,High Places,Live at WFMU on Marty McSorely's Show on 10/28/2008, 'genre_title': 'Electronic',00:30
004682,Asylum (Permanent Underclass),Dälek,Live at WFMU on Mike's Show on 9/25/2004, 'genre_title': 'Hip-Hop',00:30
004684,Eyes to Form Shadows,Dälek,Live at WFMU on Mike's Show on 9/25/2004, 'genre_title': 'Hip-Hop',00:30
004685,Ever Somber,Dälek,Live at WFMU on Mike's Show on 9/25/2004, 'genre_title': 'Hip-Hop',00:30
004688,Culture for Dollars,Dälek,Live at WFMU on Mike's Show on 9/25/2004, 'genre_title': 'Hip-Hop',00:30
004777, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004778, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004779, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004780, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004781, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004782, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004784, John Moreman,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004785,,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004786,,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004787,,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004788,,823,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004799,,834,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin,"[{'genre_id': '12',00:30
004835,Steak,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002, 'genre_title': 'Rock',00:30
004836,Panda Punk Tongue,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002, 'genre_title': 'Rock',00:30
004838,Punk Rock,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002, 'genre_title': 'Rock',00:30
004846,Bistoon,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008, 'genre_title': 'Middle East',00:30
004848,(introduction),Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008, 'genre_title': 'Middle East',00:30
004849,Avareh,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008, 'genre_title': 'Middle East',00:30
005006,,New Bomb Turks,Live at WFMU on Mike L's Show on 11/10/2002, 'genre_title': 'Punk',00:30
005156,Circles,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show, 'genre_title': 'Folk',00:30
005157,Copenhagen,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show, 'genre_title': 'Folk',00:30
005158,Running,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show, 'genre_title': 'Folk',00:30
005159,Christiania,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show, 'genre_title': 'Folk',00:30
005169,The Uncommon Man,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show, 'genre_title': 'Folk',00:30
